0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
-0.02114,-0.00191,-0.00605,0.01840,0.02120,0.05023,0.05542,0.08507,0.09606,0.13467,0.16519,0.25457,0.41599,0.82527,1.61535,2.27883,-2.27883,-1.61535,-0.82527,-0.41599,-0.25457,-0.16519,-0.13467,-0.09606,-0.08507,-0.05542,-0.05023,-0.02120,-0.01840,0.00605,0.00191,0.02114,
-0.00923,-0.01372,0.00840,0.00886,0.03639,0.03855,0.07242,0.07838,0.11830,0.13568,0.21129,0.33487,0.73839,1.95473,5.83233,14.43565,-14.43565,-5.83233,-1.95473,-0.73839,-0.33487,-0.21129,-0.13568,-0.11830,-0.07838,-0.07242,-0.03855,-0.03639,-0.00886,-0.00840,0.01372,0.00923,
-0.02042,-0.00256,-0.00358,0.01803,0.02572,0.05142,0.06375,0.08988,0.11097,0.15338,0.21898,0.41119,1.04730,3.81903,17.99190,101.17189,-101.17189,-17.99190,-3.81903,-1.04730,-0.41119,-0.21898,-0.15338,-0.11097,-0.08988,-0.06375,-0.05142,-0.02572,-0.01803,0.00358,0.00256,0.02042,
-0.00923,-0.01372,0.00840,0.00886,0.03639,0.03855,0.07242,0.07838,0.11830,0.13568,0.21129,0.33487,0.73839,1.95473,5.83233,14.43565,-14.43565,-5.83233,-1.95473,-0.73839,-0.33487,-0.21129,-0.13568,-0.11830,-0.07838,-0.07242,-0.03855,-0.03639,-0.00886,-0.00840,0.01372,0.00923,
-0.02114,-0.00191,-0.00605,0.01840,0.02120,0.05023,0.05542,0.08507,0.09606,0.13467,0.16519,0.25457,0.41599,0.82527,1.61535,2.27883,-2.27883,-1.61535,-0.82527,-0.41599,-0.25457,-0.16519,-0.13467,-0.09606,-0.08507,-0.05542,-0.05023,-0.02120,-0.01840,0.00605,0.00191,0.02114,
-0.00933,-0.01407,0.00517,0.00758,0.02899,0.03439,0.05837,0.06816,0.09385,0.10575,0.14044,0.17041,0.24404,0.34301,0.48373,0.41317,-0.41317,-0.48373,-0.34301,-0.24404,-0.17041,-0.14044,-0.10575,-0.09385,-0.06816,-0.05837,-0.03439,-0.02899,-0.00758,-0.00517,0.01407,0.00933,
-0.02032,-0.00324,-0.00926,0.01512,0.01198,0.04275,0.03810,0.07080,0.06717,0.10117,0.09901,0.13307,0.13812,0.17414,0.16302,0.10692,-0.10692,-0.16302,-0.17414,-0.13812,-0.13307,-0.09901,-0.10117,-0.06717,-0.07080,-0.03810,-0.04275,-0.01198,-0.01512,0.00926,0.00324,0.02032,
-0.00839,-0.01570,0.00188,0.00209,0.01886,0.02323,0.04003,0.05004,0.06503,0.07228,0.08588,0.08803,0.09843,0.08841,0.08030,0.02871,-0.02871,-0.08030,-0.08841,-0.09843,-0.08803,-0.08588,-0.07228,-0.06503,-0.05004,-0.04003,-0.02323,-0.01886,-0.00209,-0.00188,0.01570,0.00839,
-0.01892,-0.00458,-0.01221,0.00869,0.00225,0.02924,0.02057,0.05057,0.04014,0.06924,0.05561,0.07654,0.05930,0.06761,0.03748,0.02411,-0.02411,-0.03748,-0.06761,-0.05930,-0.07654,-0.05561,-0.06924,-0.04014,-0.05057,-0.02057,-0.02924,-0.00225,-0.00869,0.01221,0.00458,0.01892,
-0.00702,-0.01625,-0.00056,-0.00442,0.01015,0.00878,0.02387,0.02849,0.04093,0.04233,0.05165,0.04646,0.05178,0.03575,0.03263,0.00439,-0.00439,-0.03263,-0.03575,-0.05178,-0.04646,-0.05165,-0.04233,-0.04093,-0.02849,-0.02387,-0.00878,-0.01015,0.00442,0.00056,0.01625,0.00702,
-0.01654,-0.00446,-0.01401,0.00361,-0.00545,0.01659,0.00534,0.03049,0.01777,0.04262,0.02739,0.04503,0.02793,0.03678,0.01464,0.01390,-0.01390,-0.01464,-0.03678,-0.02793,-0.04503,-0.02739,-0.04262,-0.01777,-0.03049,-0.00534,-0.01659,0.00545,-0.00361,0.01401,0.00446,0.01654,
-0.00372,-0.01493,-0.00172,-0.00743,0.00293,-0.00017,0.00879,0.01189,0.01943,0.02050,0.02669,0.02252,0.02715,0.01528,0.01709,-0.00069,0.00069,-0.01709,-0.01528,-0.02715,-0.02252,-0.02669,-0.02050,-0.01943,-0.01189,-0.00879,0.00017,-0.00293,0.00743,0.00172,0.01493,0.00372,
-0.01323,-0.00177,-0.01469,0.00176,-0.01176,0.00946,-0.00716,0.01637,-0.00040,0.02374,0.00679,0.02547,0.00805,0.02124,0.00228,0.01066,-0.01066,-0.00228,-0.02124,-0.00805,-0.02547,-0.00679,-0.02374,0.00040,-0.01637,0.00716,-0.00946,0.01176,-0.00176,0.01469,0.00177,0.01323,
-0.00057,-0.01126,-0.00099,-0.00893,-0.00041,-0.00694,0.00131,-0.00182,0.00701,0.00261,0.01183,0.00511,0.01270,0.00260,0.00869,-0.00322,0.00322,-0.00869,-0.00260,-0.01270,-0.00511,-0.01183,-0.00261,-0.00701,0.00182,-0.00131,0.00694,0.00041,0.00893,0.00099,0.01126,0.00057,
-0.01014,0.00210,-0.01290,0.00080,-0.01250,0.00253,-0.01098,0.00378,-0.00775,0.00792,-0.00343,0.01038,-0.00242,0.01023,-0.00423,0.00788,-0.00788,0.00423,-0.01023,0.00242,-0.01038,0.00343,-0.00792,0.00775,-0.00378,0.01098,-0.00253,0.01250,-0.00080,0.01290,-0.00210,0.01014,
0.00405,-0.00811,0.00197,-0.00961,0.00040,-0.01184,-0.00031,-0.01120,0.00200,-0.00920,0.00457,-0.00656,0.00603,-0.00529,0.00606,-0.00557,0.00557,-0.00606,0.00529,-0.00603,0.00656,-0.00457,0.00920,-0.00200,0.01120,0.00031,0.01184,-0.00040,0.00961,-0.00197,0.00811,-0.00405,
-0.00532,0.00510,-0.00893,0.00168,-0.01124,-0.00027,-0.01255,-0.00141,-0.01183,0.00036,-0.00961,0.00247,-0.00795,0.00409,-0.00701,0.00570,-0.00570,0.00701,-0.00409,0.00795,-0.00247,0.00961,-0.00036,0.01183,0.00141,0.01255,0.00027,0.01124,-0.00168,0.00893,-0.00510,0.00532,
0.00805,-0.00532,0.00511,-0.00945,0.00146,-0.01258,-0.00039,-0.01380,-0.00101,-0.01341,0.00005,-0.01131,0.00200,-0.00880,0.00469,-0.00664,0.00664,-0.00469,0.00880,-0.00200,0.01131,-0.00005,0.01341,0.00101,0.01380,0.00039,0.01258,-0.00146,0.00945,-0.00511,0.00532,-0.00805,
